SYMBOL,TOTAL_VOLUME,AVG_VOLUME,MAX_VOLUME,MIN_VOLUME,AVERAGE_OPEN_STOCK,AVERAGE_CLOSE_STOCK,VOLATILITY
JCI,3837835584,3811157.481629,27850597,876372,42.066328997,42.077399206,0.6871749752
PEG,3193813721,3171612.433962,12224460,781553,42.005317776,42.028421053,0.6819212512
DHI,5004629849,4969840.962264,26162205,1033544,29.416470606,29.42857994,0.6742178749
ABT,6925677329,6877534.586892,54527662,1462895,44.053966634,44.072562066,0.6722560079
HOLX,2577102522,2559188.204568,52960983,281486,34.462527309,34.474881827,0.6695165839
SYF,5132904997,5954646.168213,128981940,78580,30.552424594,30.543509281,0.6656411833
CSRA,682428644,1275567.558879,8567467,18900,28.728906542,28.722271028,0.6655151402
GM,15045593495,14941006.449851,89213832,2899286,34.470268123,34.453247269,0.6643130089
HIG,2942316312,2921863.269116,16921706,435642,43.93010427,43.954141013,0.6621275074
MDLZ,8726017772,8665360.250248,33312121,1883411,40.772388282,40.762298908,0.6602616683
AIV,1221653028,1213160.901688,7882181,221812,39.253088381,39.276276068,0.6598527309
VZ,16932989179,16815282.203575,618237630,4108274,48.845325621,48.855650447,0.6565195631
BK,5462414435,5424443.331678,17410465,1238911,42.028440914,42.035670308,0.6509470705
WM,2025290687,2011212.201589,7869603,529248,58.463932473,58.497358491,0.6505340616
UNM,1546059103,1535311.919563,5385908,382381,37.903167825,37.91468719,0.6484186693
HCP,3475126560,3450969.771599,23569805,880694,36.210923535,36.207259186,0.6478329692
MRO,13220987440,13129083.853029,273996613,2969418,21.516086395,21.491305859,0.6454204568
PWR,2181379951,2166216.435948,24411177,369104,30.08775571,30.084563059,0.643161569
CFG,4330607230,5255591.298544,94875312,304036,28.282457524,28.289180825,0.6427882282
IRM,1692843715,1681076.181728,17681850,432184,34.104324727,34.11111718,0.6405093347
IVZ,3247182045,3224609.776564,13759694,638104,34.386352532,34.370794439,0.6403809335
INFO,1255791921,1409418.542088,58233574,43790,33.404214366,33.445785634,0.6362195286
AJG,993884017,986975.190665,37176922,217022,49.281047666,49.29387289,0.6331777557
MGM,8619216980,8559301.866931,90098241,950725,24.889944389,24.883187686,0.6295774578
MAT,5342252768,5305116.949355,66440742,1110139,28.374318272,28.350551142,0.6289281033
FLIR,913789178,907437.118173,4505427,162895,33.554354518,33.573043694,0.6275207547
NRG,5457360823,5419424.849057,53494020,1411908,21.360292949,21.35285998,0.6227958292
SO,5073178492,5037913.100298,23170100,1155785,47.317635551,47.340049652,0.6213533267
USB,6845318480,6797734.339623,33377528,1466876,45.255177855,45.264970209,0.6178489573
FOXA,12123261115,12038988.197617,94630755,2150921,30.548150149,30.555968222,0.6172738828
CBG,2203353378,2188037.118173,9857669,501802,32.71163853,32.710297915,0.6166183714
EXC,6494043352,6448901.044687,44407688,1432571,34.118341609,34.135888779,0.6164157895
BBT,4321584649,4291543.842105,16250045,980387,39.85214995,39.863828203,0.6145851043
LKQ,1970375256,1956678.506455,61585902,326606,30.365829196,30.370556107,0.612609136
AMAT,13476515093,13382835.246276,219415189,2878423,27.40049146,27.402373386,0.6064971202
FE,3847615433,3820869.347567,19368755,1099865,33.086097319,33.094548163,0.6033458788
ORCL,14451748724,14351289.696127,86679107,4013115,41.648242304,41.663679245,0.6004170804
KMI,15495807359,15388090.723932,251563883,2736435,27.545578947,27.522810328,0.5977007944
FCX,25799156556,25619817.831182,141597285,4128320,18.22278431,18.205968222,0.5938698113
FOX,3841706409,3815001.399206,67238570,732234,30.144806356,30.148541212,0.5925023833
HRB,2957714283,2937154.203575,22307806,485806,28.882433069,28.885481629,0.5884473684
CTL,6776157040,6729053.664350,71943608,887602,29.467567031,29.445268123,0.5876271102
CAG,3315376275,3292329.965243,20338810,617532,38.177105263,38.19774578,0.5857831182
KR,9159643489,9095971.687190,106360667,1718663,30.742676266,30.752403178,0.5816981132
SYY,3708443260,3682664.607746,30108254,621067,44.650357498,44.674597815,0.5806713009
CHD,1612184792,1600977.946375,51368944,397971,43.189957795,43.212085402,0.5791346574
COTY,3195749380,3173534.637537,86269329,199979,21.496603774,21.501598808,0.5773520357
XL,2238441147,2222880.980139,15584110,511204,36.285233267,36.291469712,0.5761749752
UDR,1646783751,1635336.396226,53725917,372636,33.719493545,33.736067527,0.5653864945
BLL,2453869698,2436812.013903,17198236,365080,35.307167329,35.321569017,0.565017279
INTC,27351266285,27161138.316783,135893228,5893789,33.37316862,33.403237537,0.5634863952
MAS,3882951665,3855959.945382,17216029,891853,29.426196226,29.437795432,0.5600550149
CMS,2284747606,2268865.547170,6894074,435212,38.064086395,38.092810328,0.5577772592
HBI,4052709848,4024538.081430,63797458,573823,25.628059881,25.622959285,0.5553735849
RSG,1469198446,1458985.547170,7276049,463487,47.658753724,47.691946375,0.5432024826
XEL,3005433577,2984541.784508,9447835,898884,38.308018868,38.335377358,0.5390795432
CMCSA,24775867987,24603642.489573,166551204,5672240,31.522755809,31.528865442,0.5312652433
L,1106837519,1099143.514399,10926733,313270,42.565888779,42.566084906,0.5245556107
WY,4181869644,4152800.043694,57594697,709620,31.790352731,31.790585899,0.5233505462
HRL,2201168694,2185867.620655,12777876,338922,31.739219364,31.74857994,0.5138926514
PPL,4356790800,4326505.263158,19819171,1269091,34.882512413,34.891813406,0.5115516385
CA,2737424583,2718395.812314,15609832,673050,30.975789474,30.982864945,0.5085600794
JNPR,5690703704,5651145.684211,40638256,1055458,25.634726912,25.652308838,0.5014677259
LNT,1289093272,1280132.345581,51880821,293213,34.266261172,34.270347567,0.5002321748
NI,2596078045,2578031.822244,17694429,611330,29.330575968,29.35520854,0.4906233366
GGP,4792314097,4759001.089374,52528528,1035889,25.50316286,25.509622642,0.4851441907
PFE,26604672426,26419734.285998,284468054,6397307,32.729157895,32.727080437,0.4837652433
PHM,5635404472,5596230.856008,27580445,1053958,20.953902681,20.960342602,0.4802571003
SYMC,6790452638,6743249.888779,60896172,958212,24.110297915,24.12787001,0.4749589871
T,25654957474,25476621.126117,100586152,6862360,36.564260179,36.564325124,0.4675832175
KO,13699525698,13604295.628600,55953509,2996338,42.469074379,42.493445879,0.4635322741
CHK,28080599383,27885401.571996,188966428,3204281,11.786768024,11.758113208,0.4626623635
HPE,6479363809,11674529.385586,46881768,59910,18.100762162,18.132576577,0.4464084685
CDNS,2855594229,2835744.020854,57218094,474324,23.96541708,23.994364449,0.4419222443
KIM,3355372814,3332048.474677,16648000,886950,24.21428004,24.211996028,0.4342551142
PGR,3432952437,3409088.815293,14861468,702791,32.79346574,32.816484608,0.4282285998
NAVI,2981769558,3192472.760171,26746201,368892,15.404678801,15.41064454,0.424382334
CSCO,26434584248,26250828.448858,153766718,6155794,28.487873784,28.504367925,0.423283714
FITB,7388729232,7337367.658391,28189876,1600548,21.702840119,21.705866931,0.4230281033
LUK,1762574428,1750322.172790,8304103,456193,22.693838133,22.688157895,0.4120281033
GE,41734050117,41443942.519364,431332632,13162239,27.281911519,27.279270109,0.3883378352
HST,7937655199,7882477.854022,27336197,1425846,18.935753724,18.936459782,0.388330288
GLW,8871085732,8809419.793446,41477700,1689276,22.699860973,22.718937438,0.3857467726
IPG,4462038757,4431021.605760,26954916,870720,21.22785005,21.231082423,0.3796912612
CNP,3822322649,3795752.382324,20470256,852505,23.429155809,23.439607746,0.3784067527
DRE,2509500225,2492055.834161,86679197,468641,22.477080437,22.488828203,0.3707724926
BSX,9763485454,9695616.141013,55380561,1236835,19.447437934,19.453823237,0.3547649454
BAC,89988444028,89362903.702085,375088650,14273573,18.26835144,18.263083416,0.3379780536
HPQ,7067991168,12735119.221622,71908577,171500,15.598518198,15.623585586,0.3363010811
WU,4985616136,4950959.420060,24838298,1013121,18.872701092,18.878992056,0.3260916584
NWSA,3041839411,3020694.549156,21641058,669504,14.412581927,14.411973684,0.3097266137
NWS,956273034,949625.654419,18792603,136621,14.478242304,14.476156902,0.2981690169
KEY,11935578272,11852610.001986,80371581,2391810,14.633177756,14.63367428,0.2911490566
PBCT,3422058740,3398270.844091,34202752,605566,16.057586892,16.060843992,0.2675580933
AES,5528086999,5489659.383317,46067618,1213181,12.209523337,12.210854022,0.265614995
AMD,33522535638,33289509.074479,268336455,2606577,5.911949355,5.908604767,0.2477144985
F,33144701045,32914300.938431,142168574,7128841,13.841385303,13.832264151,0.2469029791
RF,16862871902,16745652.335650,59508341,3487115,11.132636445,11.13520854,0.2419212512
HBAN,10428713313,10356219.774578,99726189,2257258,11.047698113,11.049268918,0.2194332671
